Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200609COVID19MEXICO/200609COVID19MEXICO_REG3_OC/200609COVID19MEXICO_REG3_OC_AMB.csv,200609COVID19MEXICO,9484,
C:/datos_covid_salida/200609COVID19MEXICO/200609COVID19MEXICO_REG3_OC/200609COVID19MEXICO_REG3_OC_HOSP.csv,200609COVID19MEXICO,3250,
C:/datos_covid_salida/200610COVID19MEXICO/200610COVID19MEXICO_REG3_OC/200610COVID19MEXICO_REG3_OC_AMB.csv,200610COVID19MEXICO,9861,
C:/datos_covid_salida/200610COVID19MEXICO/200610COVID19MEXICO_REG3_OC/200610COVID19MEXICO_REG3_OC_HOSP.csv,200610COVID19MEXICO,3446,
C:/datos_covid_salida/200611COVID19MEXICO/200611COVID19MEXICO_REG3_OC/200611COVID19MEXICO_REG3_OC_AMB.csv,200611COVID19MEXICO,10386,
C:/datos_covid_salida/200611COVID19MEXICO/200611COVID19MEXICO_REG3_OC/200611COVID19MEXICO_REG3_OC_HOSP.csv,200611COVID19MEXICO,3640,
C:/datos_covid_salida/200612COVID19MEXICO/200612COVID19MEXICO_REG3_OC/200612COVID19MEXICO_REG3_OC_AMB.csv,200612COVID19MEXICO,10927,
C:/datos_covid_salida/200612COVID19MEXICO/200612COVID19MEXICO_REG3_OC/200612COVID19MEXICO_REG3_OC_HOSP.csv,200612COVID19MEXICO,3821,
C:/datos_covid_salida/200613COVID19MEXICO/200613COVID19MEXICO_REG3_OC/200613COVID19MEXICO_REG3_OC_AMB.csv,200613COVID19MEXICO,11335,
C:/datos_covid_salida/200613COVID19MEXICO/200613COVID19MEXICO_REG3_OC/200613COVID19MEXICO_REG3_OC_HOSP.csv,200613COVID19MEXICO,3931,
C:/datos_covid_salida/200614COVID19MEXICO/200614COVID19MEXICO_REG3_OC/200614COVID19MEXICO_REG3_OC_AMB.csv,200614COVID19MEXICO,11664,
C:/datos_covid_salida/200614COVID19MEXICO/200614COVID19MEXICO_REG3_OC/200614COVID19MEXICO_REG3_OC_HOSP.csv,200614COVID19MEXICO,4067,
