Paths_TIPO Summary,Dates_TIPO Summary, Numbers_Summary 0
C:/datos_covid_salida/200524COVID19MEXICO/200524COVID19MEXICO_REG4_CE/200524COVID19MEXICO_REG4_CE_AMB.csv,200524COVID19MEXICO,22919,
C:/datos_covid_salida/200524COVID19MEXICO/200524COVID19MEXICO_REG4_CE/200524COVID19MEXICO_REG4_CE_HOSP.csv,200524COVID19MEXICO,14345,
C:/datos_covid_salida/200525COVID19MEXICO/200525COVID19MEXICO_REG4_CE/200525COVID19MEXICO_REG4_CE_AMB.csv,200525COVID19MEXICO,23827,
C:/datos_covid_salida/200525COVID19MEXICO/200525COVID19MEXICO_REG4_CE/200525COVID19MEXICO_REG4_CE_HOSP.csv,200525COVID19MEXICO,14775,
C:/datos_covid_salida/200526COVID19MEXICO/200526COVID19MEXICO_REG4_CE/200526COVID19MEXICO_REG4_CE_AMB.csv,200526COVID19MEXICO,25016,
C:/datos_covid_salida/200526COVID19MEXICO/200526COVID19MEXICO_REG4_CE/200526COVID19MEXICO_REG4_CE_HOSP.csv,200526COVID19MEXICO,15549,
C:/datos_covid_salida/200527COVID19MEXICO/200527COVID19MEXICO_REG4_CE/200527COVID19MEXICO_REG4_CE_AMB.csv,200527COVID19MEXICO,26249,
C:/datos_covid_salida/200527COVID19MEXICO/200527COVID19MEXICO_REG4_CE/200527COVID19MEXICO_REG4_CE_HOSP.csv,200527COVID19MEXICO,16283,
C:/datos_covid_salida/200528COVID19MEXICO/200528COVID19MEXICO_REG4_CE/200528COVID19MEXICO_REG4_CE_AMB.csv,200528COVID19MEXICO,27674,
C:/datos_covid_salida/200528COVID19MEXICO/200528COVID19MEXICO_REG4_CE/200528COVID19MEXICO_REG4_CE_HOSP.csv,200528COVID19MEXICO,16742,
C:/datos_covid_salida/200529COVID19MEXICO/200529COVID19MEXICO_REG4_CE/200529COVID19MEXICO_REG4_CE_AMB.csv,200529COVID19MEXICO,28858,
C:/datos_covid_salida/200529COVID19MEXICO/200529COVID19MEXICO_REG4_CE/200529COVID19MEXICO_REG4_CE_HOSP.csv,200529COVID19MEXICO,17220,
C:/datos_covid_salida/200530COVID19MEXICO/200530COVID19MEXICO_REG4_CE/200530COVID19MEXICO_REG4_CE_AMB.csv,200530COVID19MEXICO,29761,
C:/datos_covid_salida/200530COVID19MEXICO/200530COVID19MEXICO_REG4_CE/200530COVID19MEXICO_REG4_CE_HOSP.csv,200530COVID19MEXICO,17645,
C:/datos_covid_salida/200531COVID19MEXICO/200531COVID19MEXICO_REG4_CE/200531COVID19MEXICO_REG4_CE_AMB.csv,200531COVID19MEXICO,30794,
C:/datos_covid_salida/200531COVID19MEXICO/200531COVID19MEXICO_REG4_CE/200531COVID19MEXICO_REG4_CE_HOSP.csv,200531COVID19MEXICO,18168,
C:/datos_covid_salida/200601COVID19MEXICO/200601COVID19MEXICO_REG4_CE/200601COVID19MEXICO_REG4_CE_AMB.csv,200601COVID19MEXICO,31726,
C:/datos_covid_salida/200601COVID19MEXICO/200601COVID19MEXICO_REG4_CE/200601COVID19MEXICO_REG4_CE_HOSP.csv,200601COVID19MEXICO,18569,
C:/datos_covid_salida/200602COVID19MEXICO/200602COVID19MEXICO_REG4_CE/200602COVID19MEXICO_REG4_CE_AMB.csv,200602COVID19MEXICO,32926,
C:/datos_covid_salida/200602COVID19MEXICO/200602COVID19MEXICO_REG4_CE/200602COVID19MEXICO_REG4_CE_HOSP.csv,200602COVID19MEXICO,19045,
C:/datos_covid_salida/200603COVID19MEXICO/200603COVID19MEXICO_REG4_CE/200603COVID19MEXICO_REG4_CE_AMB.csv,200603COVID19MEXICO,34266,
C:/datos_covid_salida/200603COVID19MEXICO/200603COVID19MEXICO_REG4_CE/200603COVID19MEXICO_REG4_CE_HOSP.csv,200603COVID19MEXICO,19586,
C:/datos_covid_salida/200604COVID19MEXICO/200604COVID19MEXICO_REG4_CE/200604COVID19MEXICO_REG4_CE_AMB.csv,200604COVID19MEXICO,35759,
C:/datos_covid_salida/200604COVID19MEXICO/200604COVID19MEXICO_REG4_CE/200604COVID19MEXICO_REG4_CE_HOSP.csv,200604COVID19MEXICO,20331,
C:/datos_covid_salida/200605COVID19MEXICO/200605COVID19MEXICO_REG4_CE/200605COVID19MEXICO_REG4_CE_AMB.csv,200605COVID19MEXICO,37460,
C:/datos_covid_salida/200605COVID19MEXICO/200605COVID19MEXICO_REG4_CE/200605COVID19MEXICO_REG4_CE_HOSP.csv,200605COVID19MEXICO,20992,
C:/datos_covid_salida/200606COVID19MEXICO/200606COVID19MEXICO_REG4_CE/200606COVID19MEXICO_REG4_CE_AMB.csv,200606COVID19MEXICO,38521,
C:/datos_covid_salida/200606COVID19MEXICO/200606COVID19MEXICO_REG4_CE/200606COVID19MEXICO_REG4_CE_HOSP.csv,200606COVID19MEXICO,21393,
C:/datos_covid_salida/200607COVID19MEXICO/200607COVID19MEXICO_REG4_CE/200607COVID19MEXICO_REG4_CE_AMB.csv,200607COVID19MEXICO,39579,
C:/datos_covid_salida/200607COVID19MEXICO/200607COVID19MEXICO_REG4_CE/200607COVID19MEXICO_REG4_CE_HOSP.csv,200607COVID19MEXICO,21805,
C:/datos_covid_salida/200608COVID19MEXICO/200608COVID19MEXICO_REG4_CE/200608COVID19MEXICO_REG4_CE_AMB.csv,200608COVID19MEXICO,40540,
C:/datos_covid_salida/200608COVID19MEXICO/200608COVID19MEXICO_REG4_CE/200608COVID19MEXICO_REG4_CE_HOSP.csv,200608COVID19MEXICO,22190,
C:/datos_covid_salida/200609COVID19MEXICO/200609COVID19MEXICO_REG4_CE/200609COVID19MEXICO_REG4_CE_AMB.csv,200609COVID19MEXICO,41807,
C:/datos_covid_salida/200609COVID19MEXICO/200609COVID19MEXICO_REG4_CE/200609COVID19MEXICO_REG4_CE_HOSP.csv,200609COVID19MEXICO,22743,
C:/datos_covid_salida/200610COVID19MEXICO/200610COVID19MEXICO_REG4_CE/200610COVID19MEXICO_REG4_CE_AMB.csv,200610COVID19MEXICO,43570,
C:/datos_covid_salida/200610COVID19MEXICO/200610COVID19MEXICO_REG4_CE/200610COVID19MEXICO_REG4_CE_HOSP.csv,200610COVID19MEXICO,23622,
C:/datos_covid_salida/200611COVID19MEXICO/200611COVID19MEXICO_REG4_CE/200611COVID19MEXICO_REG4_CE_AMB.csv,200611COVID19MEXICO,45069,
C:/datos_covid_salida/200611COVID19MEXICO/200611COVID19MEXICO_REG4_CE/200611COVID19MEXICO_REG4_CE_HOSP.csv,200611COVID19MEXICO,24475,
C:/datos_covid_salida/200612COVID19MEXICO/200612COVID19MEXICO_REG4_CE/200612COVID19MEXICO_REG4_CE_AMB.csv,200612COVID19MEXICO,46900,
